player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Katrevrick Banks,191180,S,GRAMBLING,3,0,0,33.3,0,0,177,1,0,57.2,61.1,77.5,,67.1,78.9,0,0,0,0,4,0.0,0,0,0,81.9,1,0,0,14,0,24,50,1,0,0,1,0,26,49,0,26,9,0,3,0,3,0,1,4,0,4.0
Kai Richardson,191223,ED,IDAHO,1,0,0,,0,0,185,0,0,,60.0,69.9,60.0,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,
Vernorrius Chaney,191232,CB,JACKSON ST,9,1,0,57.1,0,0,194,0,0,54.2,56.9,79.6,,69.6,69.6,0,0,0,0,13,10.0,1,0,1,69.3,4,0,0,11,66,73,114,0,0,0,0,0,31,114,0,41,6,1,8,1,7,0,0,33,15,8.3
Charles Whelpley,191318,LB,S ILLINOIS,3,0,0,,0,0,295,1,0,63.2,63.3,72.3,59.2,61.5,73.2,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,13,0,5,18,0,0,0,0,0,0,18,1,12,5,1,1,1,0,0,0,0,0,
Braydon Bailey,191361,DI,MONTANA,14,0,0,0.0,2,0,232,0,0,62.8,59.0,24.0,56.9,63.1,40.0,1,4,0,0,,16.7,1,1,2,39.6,0,0,0,0,0,3,230,230,166,63,1,0,0,0,124,103,0,5,5,1,1,5,0,0,0,
Jeremiah Bernard,191380,S,CAL POLY,12,11,1,59.4,0,1,129,0,0,88.8,87.4,88.7,71.5,74.5,65.5,0,3,0,4,26,14.5,9,6,0,58.5,19,1,0,123,5,315,571,31,0,0,31,0,280,540,14,242,132,16,42,1,32,4,2,197,81,10.4
Jacob Bobic,191382,DI,CAL POLY,1,0,0,,0,0,129,0,0,,62.4,71.3,57.9,63.1,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,10,10,1,9,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,
Brayden Breedlove,191384,S,CAL POLY,10,4,0,66.7,1,0,129,0,0,62.1,68.7,82.9,60.0,80.8,55.2,1,0,0,0,27,20.7,6,2,1,92.0,8,0,0,47,1,91,184,1,0,0,1,0,96,183,1,92,39,9,19,1,12,1,0,99,49,12.4
Gage Burnett,191386,LB,CAL POLY,6,4,0,100.0,0,0,129,0,0,71.7,61.3,79.8,47.7,54.3,70.7,0,2,0,0,24,10.5,2,0,0,109.7,3,0,0,62,0,33,90,18,0,0,18,0,0,72,6,51,10,8,13,0,3,2,0,31,25,10.3
J.T. Houston,191394,ED,CAL POLY,12,6,0,100.0,0,0,129,0,0,54.9,64.0,53.6,56.9,74.3,76.2,0,10,0,0,7,6.3,1,0,1,93.8,2,0,0,18,0,18,270,245,0,0,194,51,0,25,144,108,7,6,9,0,2,10,0,13,6,6.5
Jake Javorsky,191395,LB,CAL POLY,1,1,0,,0,0,129,0,0,63.4,70.1,73.0,68.1,60.0,73.2,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,4,0,4,9,4,0,0,4,0,0,5,3,2,1,0,0,0,0,0,0,0,0,
Calvin Moore,191401,CB,CAL POLY,12,3,0,68.3,0,0,129,0,0,68.4,70.2,84.4,60.0,70.0,61.4,0,1,0,0,36,17.1,6,3,2,103.8,28,0,0,31,460,282,498,0,0,0,0,0,0,498,0,216,7,7,26,0,41,1,2,281,116,10.0
Matthew Nuanez,191403,ED,CAL POLY,3,1,0,,0,0,129,0,0,60.0,69.0,78.0,64.9,67.8,77.3,0,0,0,0,,0.0,0,0,0,0.0,0,1,0,1,0,1,59,58,0,7,36,15,0,1,33,25,0,3,2,2,0,1,0,0,0,
Misa Paiau,191405,LB,CAL POLY,4,0,0,100.0,0,1,129,0,0,44.3,64.2,77.2,56.2,91.2,77.4,0,0,0,0,52,0.0,0,0,0,158.3,2,0,0,30,0,17,37,4,0,0,4,0,0,33,4,16,3,0,3,0,2,0,1,60,59,30.0
Will Plemons,191406,ED,CAL POLY,10,1,0,,1,0,129,0,0,,63.9,21.7,61.0,67.2,75.3,1,3,0,0,,0.0,0,0,1,0.0,0,0,0,0,0,0,120,120,0,7,33,80,0,0,48,72,0,0,2,0,0,4,0,0,0,
Jake Vorhees,191411,ED,CAL POLY,4,0,0,,0,0,129,0,0,,77.2,75.3,76.8,65.5,71.5,0,2,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,24,24,0,1,20,3,0,0,13,11,0,1,1,0,0,2,0,0,0,
Justus Woods,191413,CB,CAL POLY,2,0,0,0.0,0,0,129,0,0,75.0,75.8,73.6,,65.7,77.5,0,0,0,0,,0.0,0,1,0,39.6,0,0,0,4,23,13,29,0,0,0,0,0,0,29,0,16,2,1,2,0,1,0,0,0,0,
Aidan Archibald,191417,ED,E ILLINOIS,12,3,0,,0,0,158,0,0,59.5,53.5,83.3,55.2,52.3,28.8,1,1,0,0,,30.0,3,0,0,0.0,0,0,0,0,0,0,202,202,0,5,175,22,0,0,101,101,0,4,4,0,0,2,0,0,0,
Josh Brown,191419,S,E ILLINOIS,4,1,0,50.0,0,0,158,1,0,64.1,66.7,79.3,66.3,61.7,75.4,0,2,0,0,11,0.0,0,0,0,66.7,1,1,0,3,0,15,31,11,0,0,11,0,8,20,6,10,9,1,0,0,2,3,0,11,5,11.0
Dillon Conway,191424,S,E ILLINOIS,10,1,0,33.3,0,0,158,0,0,71.5,70.8,79.2,,66.6,62.3,0,0,0,1,13,14.3,2,0,0,8.3,1,0,0,47,2,54,129,1,0,0,1,0,67,128,0,75,12,3,11,0,3,0,0,13,19,13.0
Isaiah Hare,191427,DI,E ILLINOIS,5,1,0,,0,0,158,0,0,,58.2,76.3,57.6,58.4,69.7,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,60,60,0,48,2,10,0,0,27,33,0,0,0,0,0,1,0,0,0,
Isaiah Houi,191428,CB,E ILLINOIS,12,9,0,67.1,0,0,158,0,0,76.1,74.4,86.1,,57.1,55.4,0,1,0,2,67,19.3,16,6,1,94.1,47,0,0,15,619,369,673,0,0,0,0,0,9,673,0,304,30,25,58,5,70,1,4,486,168,10.3
Tray Ross,191437,ED,E ILLINOIS,1,0,0,,0,0,158,0,0,,59.1,70.5,57.8,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,5,5,0,0,5,0,0,0,3,2,0,0,0,0,0,0,0,0,0,
King Smith,191440,DI,E ILLINOIS,4,0,0,,0,0,158,0,0,,69.9,77.3,64.6,68.2,69.9,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,28,28,15,13,0,0,0,0,15,13,0,1,1,0,0,1,0,0,0,
Jordyn Stewart,191441,LB,E ILLINOIS,10,6,0,100.0,0,1,158,0,0,55.4,66.3,78.7,64.1,73.0,61.8,2,1,0,0,44,13.9,5,0,0,150.5,9,0,0,154,0,71,200,20,0,0,20,0,1,180,11,118,25,13,25,1,9,3,1,101,66,11.2
Josiah Goode,191452,S,E WASHGTON,11,12,0,58.8,0,0,161,1,0,65.7,67.7,84.7,59.2,69.3,66.1,0,0,0,0,37,13.9,5,2,0,108.0,10,0,0,132,0,177,353,3,0,0,3,0,181,350,2,174,36,9,19,2,17,0,1,152,26,15.2
Ambrose Marsh,191458,CB,E WASHGTON,12,4,0,58.3,0,1,161,0,0,61.8,60.9,87.5,90.5,45.8,44.1,0,0,0,2,63,25.0,14,4,3,81.5,28,1,0,34,564,329,665,42,0,0,42,0,2,623,8,328,21,5,38,1,48,1,1,475,146,17.0
Clayton McCarrell,191459,DI,E WASHGTON,2,0,0,,0,0,161,0,0,,61.1,69.3,60.0,60.3,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,4,4,0,4,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,
Ryan Bowles,191470,LB,MONTANA ST,2,1,0,100.0,0,0,233,0,0,44.5,39.4,68.1,,56.0,44.5,0,0,0,0,10,25.0,1,0,0,102.8,3,0,0,4,0,4,6,0,0,0,0,0,0,6,0,2,2,0,2,0,3,0,0,26,14,8.7
Kory Boyd,191471,CB,MONTANA ST,4,2,0,44.4,0,0,233,0,0,73.6,72.6,79.0,,61.9,59.6,0,0,0,0,22,14.3,1,1,0,62.3,4,0,0,4,90,58,96,1,0,0,1,0,0,95,0,38,0,2,4,0,9,0,0,50,5,12.5
Seth Brock,191472,ED,MONTANA ST,8,0,0,,0,1,233,1,1,61.2,79.9,79.5,67.8,80.3,79.3,0,3,0,0,,0.0,0,0,0,0.0,0,1,0,0,0,0,81,79,0,0,79,0,0,2,47,34,0,8,7,2,0,4,0,0,0,
Mason Dethman,191476,S,MONTANA ST,2,0,0,,0,0,233,0,0,63.8,59.9,71.5,,55.0,35.1,0,0,0,0,,33.3,1,0,0,0.0,0,0,0,12,0,7,19,0,0,0,0,0,2,19,0,12,3,0,2,0,0,0,0,0,0,
Seth Johnson,191477,CB,MONTANA ST,14,3,0,61.4,0,1,233,0,0,83.9,80.5,84.2,59.8,55.2,64.1,1,0,0,0,35,14.3,6,4,2,84.3,27,0,0,28,483,306,516,0,0,0,0,0,1,516,1,209,2,17,33,5,44,1,2,168,84,6.2
Jhase McMillan,191482,CB,MONTANA ST,16,10,0,70.0,0,0,233,1,0,63.3,66.3,84.5,59.3,76.7,54.8,0,0,0,0,40,16.9,10,3,1,117.4,42,0,0,57,525,354,585,0,0,0,0,0,0,585,1,230,3,17,39,2,60,0,5,421,157,10.0
Brendon Ross,191485,S,MONTANA ST,6,1,0,100.0,0,0,233,0,0,68.1,69.1,77.2,59.2,68.1,84.3,0,0,0,0,22,0.0,0,0,0,96.5,6,0,0,23,0,41,71,2,0,0,2,0,0,69,1,29,45,3,9,1,6,0,0,43,32,7.2
Dane Steel,191486,WR,MONTANA ST,1,0,0,,0,0,233,0,0,,60.0,60.0,,60.0,,0,0,0,0,,,0,0,2,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
AJ Tanupo,191487,DI,MONTANA ST,4,1,0,,0,0,233,0,0,60.0,67.2,74.3,56.6,69.5,70.2,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,15,15,4,11,0,0,0,0,10,5,0,0,0,0,0,1,0,0,0,
Hudson Wiens,191489,DI,MONTANA ST,4,0,0,,0,0,233,0,0,,60.3,72.8,55.7,63.6,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,18,18,0,18,0,0,0,0,11,7,0,0,0,0,0,0,0,0,0,
Carson Williams,191490,CB,MONTANA ST,16,4,0,59.7,0,1,233,1,0,70.1,71.2,43.1,55.0,77.7,71.6,0,0,0,0,20,10.6,5,6,5,83.9,37,0,0,43,544,368,597,3,0,0,3,0,0,594,2,227,4,12,38,2,62,0,2,318,94,8.6
Josh Woodberry,191491,LB,MONTANA ST,2,1,0,,0,0,233,0,0,64.2,67.0,68.7,,63.8,76.5,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,10,0,8,12,0,0,0,0,0,0,12,0,4,2,1,1,0,0,0,0,0,0,
Carlos Rivera,191503,DI,N ARIZONA,12,9,0,,0,0,252,0,0,57.7,67.7,62.2,56.4,75.4,59.6,0,6,0,0,,10.3,3,0,1,0.0,0,1,0,1,0,0,355,353,202,143,5,3,0,2,196,159,0,11,17,0,0,7,0,0,0,
Cam Chapa,191513,S,N COLORADO,11,10,0,66.7,0,1,253,1,0,89.2,91.4,89.7,,90.4,92.3,0,0,0,4,34,4.1,4,3,1,80.8,10,0,0,98,2,391,781,1,0,0,1,0,666,780,0,390,12,19,84,2,15,0,1,146,44,14.6
Carson Keach,191522,S,N COLORADO,10,4,0,60.0,0,0,253,0,0,61.7,67.7,76.7,56.7,75.4,84.6,0,0,0,0,9,0.0,0,1,0,69.6,3,0,0,72,1,52,85,2,0,0,2,0,0,83,3,30,10,0,8,0,5,0,0,21,15,7.0
Blake Palladino,191524,ED,N COLORADO,3,0,0,,0,0,253,0,0,60.4,65.6,76.7,59.1,65.4,41.6,0,0,0,0,,25.0,1,0,0,0.0,0,0,0,7,0,2,19,12,0,0,12,0,0,7,2,15,0,3,3,1,0,0,0,0,0,
George Patterson,191526,DI,N COLORADO,4,1,0,,0,0,253,0,0,,66.6,76.0,57.3,67.6,76.0,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,37,37,0,21,14,2,0,0,10,27,0,1,4,0,0,0,0,0,0,
Blake Weslin,191540,ED,N COLORADO,12,9,2,50.0,0,0,253,0,0,65.1,62.5,87.1,54.9,64.7,70.5,1,6,0,0,8,6.9,2,0,0,60.4,1,1,0,11,0,24,331,319,0,9,276,34,0,12,146,161,0,14,18,3,2,8,0,8,5,8.0
Jordan Herron,191553,HB,PORTLAND,1,0,0,,0,0,269,0,0,60.0,55.6,60.0,,,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
Carsten Mamaril,191556,CB,PORTLAND,12,6,0,47.7,0,1,269,0,0,92.5,89.8,43.6,72.9,57.1,61.8,3,0,0,3,47,17.1,7,8,1,59.6,21,0,0,121,262,258,568,3,0,0,3,0,11,565,4,306,170,11,28,3,44,3,3,247,137,11.8
Pierce Walker,191558,S,PORTLAND,12,19,0,71.1,0,0,269,0,0,53.3,54.2,19.0,58.8,58.5,30.9,2,1,0,0,50,24.2,24,3,2,132.0,32,0,0,250,2,301,663,12,0,0,12,0,123,651,10,352,276,18,56,3,45,3,4,443,288,13.8
Tim Christian,191560,CB,SO UTAH,11,7,0,54.8,0,0,298,0,0,62.5,63.5,37.8,46.0,73.1,73.6,0,0,0,0,38,9.5,4,3,4,84.2,23,0,0,21,379,268,509,3,0,0,3,0,1,506,2,239,105,10,31,2,42,0,1,288,92,12.5
Thomas McCormick,191581,LB,UC DAVIS,6,2,0,100.0,0,0,322,0,0,49.8,34.9,72.2,47.6,29.6,26.3,0,1,0,0,22,44.4,4,0,0,118.8,2,0,0,52,0,31,57,0,0,0,0,0,0,57,2,24,3,1,3,0,2,1,0,37,21,18.5
Richard Bell Jr.,191583,DI,COLUMBIA,5,0,0,,0,0,145,0,0,60.0,61.6,74.4,64.3,58.1,72.2,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,1,20,20,11,7,1,1,0,0,9,10,0,0,2,0,0,1,0,0,0,
Hutch Crow,191587,WR,COLUMBIA,1,0,0,,0,0,145,0,0,,60.0,60.0,,60.0,,0,0,0,0,,,0,0,1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Liam Donagher,191589,LB,COLUMBIA,10,13,0,83.3,0,1,145,0,0,69.8,80.0,35.2,64.2,82.1,68.0,1,4,0,0,24,12.5,6,0,1,116.7,5,2,0,392,0,156,399,1,0,0,1,0,1,398,29,214,5,19,29,1,6,7,0,72,26,14.4
Jeremiah Douglas,191590,S,COLUMBIA,8,17,0,60.0,0,0,145,0,0,69.0,67.0,85.9,,61.4,78.7,0,0,0,0,16,9.8,6,0,0,109.2,3,0,0,197,0,240,498,0,0,0,0,0,291,498,0,258,10,5,38,0,5,0,1,21,2,7.0
Christian Gonzalez,191592,LB,COLUMBIA,1,0,0,,0,0,145,0,0,,66.7,67.6,,63.2,73.1,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,3,0,1,1,0,0,0,0,0,0,
Will Matthew,191594,DI,COLUMBIA,10,13,0,,0,0,145,0,0,,66.2,84.6,56.5,68.1,65.7,0,1,0,0,,10.0,2,0,0,0.0,0,0,0,0,0,0,239,239,204,34,0,1,0,0,92,147,0,3,5,0,0,1,0,0,0,
Carter McCray,191595,CB,COLUMBIA,10,9,0,54.8,1,0,145,0,0,65.7,64.2,16.0,,64.5,71.3,0,0,0,0,31,11.1,5,4,10,92.1,23,0,0,129,535,320,664,0,0,0,0,0,0,664,0,344,0,10,31,0,42,0,3,207,63,9.0
Keller Patterson,191598,DI,COLUMBIA,10,11,1,,0,0,145,1,0,63.7,70.4,87.0,61.9,71.8,71.3,1,11,0,0,,10.0,3,0,0,0.0,0,2,0,3,0,1,446,443,356,64,0,23,0,3,225,220,0,12,16,0,0,14,0,0,0,
Mason Robinson,191600,CB,COLUMBIA,9,2,0,75.0,0,0,145,0,0,46.8,44.6,9.3,,42.6,44.8,0,0,0,0,71,23.8,5,1,2,128.6,21,0,0,4,277,140,282,0,0,0,0,0,0,282,0,142,1,3,14,0,28,0,1,405,182,19.3
Caleb Solomon,191605,S,COLUMBIA,10,13,0,81.3,0,1,145,0,0,65.5,71.1,86.6,,79.8,75.4,0,1,0,1,58,11.7,9,2,1,116.1,26,0,0,298,2,275,579,0,0,0,0,0,141,579,0,304,138,20,55,4,32,1,1,464,108,17.8
Luke Walker,191606,ED,COLUMBIA,10,4,1,,0,0,145,0,0,,51.1,79.9,59.4,46.8,52.1,0,2,0,0,,25.0,2,0,0,0.0,0,1,0,0,0,0,178,178,1,22,18,137,0,0,77,101,0,3,2,0,0,3,0,0,0,
Trevion Adcox,191611,CB,MARIST,1,0,0,,0,0,213,0,0,61.9,63.6,71.3,,60.7,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,11,2,11,0,0,0,0,0,0,11,0,9,0,0,0,0,0,0,0,0,0,
Kendall Carter,191617,DI,MERRIMACK,10,5,0,,0,0,385,0,0,,60.0,81.4,53.9,62.9,59.1,0,1,0,0,,7.7,1,0,0,0.0,0,0,0,0,0,0,221,221,15,201,0,5,0,0,113,108,0,6,7,0,0,1,0,0,0,
Will Claude,191620,LB,MERRIMACK,7,4,0,66.7,0,0,385,0,0,71.7,69.7,75.7,48.0,69.0,75.2,0,2,0,1,7,8.3,1,0,0,31.9,2,0,0,64,1,39,87,13,0,0,13,0,0,74,7,41,9,3,7,1,3,2,0,10,1,5.0
Bryce Goulet,191623,WR,MERRIMACK,1,0,0,,0,0,385,0,0,,60.0,60.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Logan Graham,191624,ED,MERRIMACK,12,7,0,,0,0,385,0,0,71.7,74.3,84.6,59.0,79.0,84.3,1,4,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,2,193,193,0,3,161,29,0,0,94,97,0,10,12,3,0,5,0,0,0,
Darrell Hamilton,191626,DI,MERRIMACK,5,0,0,100.0,0,0,385,0,0,57.6,50.0,78.5,54.4,51.7,73.4,0,0,0,0,9,0.0,0,0,0,104.2,1,0,0,0,0,2,90,90,9,81,0,0,0,0,48,40,0,3,3,0,1,0,0,9,12,9.0
Justyce Hathaway,191627,DI,MERRIMACK,12,4,0,,0,0,385,0,0,53.5,65.5,59.1,60.6,70.1,57.5,0,6,0,0,,11.8,2,0,1,0.0,0,1,0,4,0,0,349,345,45,298,0,2,0,4,178,171,0,9,11,1,0,7,0,0,0,
Garret Jackson,191629,CB,MERRIMACK,6,0,0,100.0,0,0,385,0,0,30.8,35.0,77.7,59.5,62.4,73.4,0,0,0,0,79,0.0,0,0,0,158.3,4,0,0,1,14,14,30,0,0,0,0,0,0,30,1,15,14,0,1,0,4,0,1,136,70,34.0
Tyler Martinovich,191634,S,MERRIMACK,3,3,0,100.0,0,0,385,0,0,63.2,55.8,75.3,75.9,39.8,32.9,1,0,0,0,9,33.3,3,0,0,104.2,1,1,0,21,0,16,40,5,0,0,5,0,6,35,3,21,8,1,3,0,1,2,0,9,8,9.0
Sean Robertson,191640,CB,MERRIMACK,4,0,0,0.0,0,0,385,0,0,60.6,60.6,70.0,,60.0,26.9,0,0,0,0,,100.0,1,0,0,39.6,0,0,0,1,7,8,9,0,0,0,0,0,0,9,0,1,0,0,0,0,1,0,0,0,0,
Avery Barnes,191644,DI,MONMOUTH,9,0,0,,0,0,231,0,0,60.0,54.6,78.2,55.5,58.5,35.0,0,2,0,0,,50.0,2,0,0,0.0,0,0,0,0,0,0,94,94,0,85,1,8,0,0,70,24,0,2,2,0,0,2,0,0,0,
DJ Briscoe Jr.,191646,DI,MONMOUTH,7,0,1,,0,0,231,0,0,60.0,52.3,77.9,54.8,50.8,43.3,0,0,0,0,,33.3,1,0,0,0.0,0,0,0,0,0,0,80,80,4,74,0,2,0,0,58,22,0,1,2,1,0,0,0,0,0,
Anthony Brown,191647,CB,MONMOUTH,4,0,0,66.7,0,0,231,0,0,58.3,60.1,78.9,,66.9,67.5,0,0,0,0,61,16.7,1,0,0,109.7,4,0,0,0,57,33,62,4,0,0,4,0,0,58,0,29,0,1,5,0,6,0,0,98,37,24.5
Andrew Conklin,191650,LB,MONMOUTH,2,0,0,100.0,0,0,231,0,0,61.4,69.5,66.9,,65.6,75.8,0,0,0,0,6,0.0,0,0,0,91.7,1,0,0,4,0,1,4,0,0,0,0,0,0,4,0,3,0,0,2,0,1,0,0,6,10,6.0
Destin Hill,191657,WR,MONMOUTH,1,0,0,100.0,0,0,231,0,0,43.9,39.6,60.0,,,74.4,0,0,0,0,13,0.0,0,0,0,118.8,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,13,6,13.0
Kyle Jackson,191660,CB,MONMOUTH,2,1,0,50.0,0,0,231,0,0,67.5,67.8,73.5,,61.7,77.0,0,0,0,0,5,0.0,0,0,0,56.3,1,0,0,2,21,14,24,0,0,0,0,0,0,24,0,10,1,0,1,0,2,0,0,5,0,5.0
Jaeden Jones,191663,S,MONMOUTH,11,19,0,74.3,1,1,231,1,0,66.5,75.8,50.6,81.3,86.9,90.2,0,1,0,0,56,7.2,8,3,5,117.7,26,1,0,331,2,394,708,0,0,0,0,0,293,708,4,310,81,33,84,4,35,2,2,291,131,11.2
Lamont Lester Jr.,191666,ED,MONMOUTH,11,6,1,0.0,0,1,231,0,0,60.9,91.4,17.8,92.7,77.2,66.3,8,33,0,0,,17.1,6,0,4,39.6,0,9,0,5,0,0,468,463,1,6,346,110,0,5,278,190,0,25,23,5,1,50,0,0,0,
Hunter Watson,191674,ED,MONMOUTH,11,5,1,,0,0,231,1,0,68.7,56.9,55.6,60.9,51.1,69.3,3,12,0,0,,8.7,2,0,2,0.0,0,4,0,2,0,0,581,579,5,26,375,173,0,2,318,263,0,16,16,1,0,19,0,0,0,
Jayson Allen,191681,S,STNY BROOK,5,5,0,83.3,0,0,303,0,0,60.1,61.8,79.4,,64.9,89.3,0,0,0,0,47,0.0,0,0,0,158.3,5,0,0,29,1,53,91,0,0,0,0,0,31,91,0,38,30,3,9,0,6,0,1,82,42,16.4
Luca Gemma,191687,LB,STNY BROOK,1,0,0,,0,0,303,0,0,,60.0,62.1,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Sebastian Regis,191697,DI,STNY BROOK,11,10,0,,0,0,303,0,0,43.1,70.6,85.2,60.2,78.7,61.4,0,17,0,0,,12.1,4,0,0,0.0,0,2,0,0,0,0,448,448,55,152,131,110,0,0,238,210,0,15,19,7,0,19,0,0,0,
Brady Echols,191703,DI,WM & MARY,12,13,0,,0,0,348,0,0,82.8,63.5,30.3,53.6,66.7,53.4,0,4,0,0,,12.9,4,0,3,0.0,0,0,0,0,0,0,453,453,212,223,0,18,0,0,188,265,0,9,14,1,0,4,0,0,0,
Cameryn Heath,191706,DI,WM & MARY,9,10,0,,0,0,348,0,0,60.0,69.1,79.9,66.3,67.2,80.5,1,0,0,0,,0.0,0,0,0,0.0,0,2,0,0,0,0,119,119,16,83,0,20,0,0,49,70,0,5,5,0,0,3,0,0,0,
Cole Kielhorn,191708,S,WM & MARY,1,0,0,,0,0,348,0,0,,60.1,66.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,1,0,0,3,0,0,0,0,0,2,3,0,3,0,0,0,0,0,0,0,0,0,
Cole Bennett,191714,ED,CORNELL,9,1,0,,0,0,147,0,0,60.0,56.2,78.0,56.7,58.1,32.7,1,0,0,0,,27.3,3,0,0,0.0,0,0,0,1,0,0,97,96,0,21,8,67,0,1,44,53,0,5,7,0,0,1,0,0,0,
Cooper Cameron,191715,LB,CORNELL,9,3,0,83.3,0,0,147,0,0,64.0,70.0,77.9,61.0,74.1,86.5,0,1,0,0,19,0.0,0,0,0,107.6,5,0,0,125,0,68,133,7,0,0,7,0,0,126,8,57,0,7,13,1,6,1,0,59,20,11.8
Tommy Ducker,191716,DI,CORNELL,10,4,1,,0,0,147,0,0,61.5,66.6,67.0,71.6,61.1,70.1,1,14,0,0,,6.7,1,0,1,0.0,0,1,0,1,0,2,420,419,359,60,0,0,0,1,209,209,0,8,10,1,0,16,0,0,0,
Rodell Evans III,191718,S,CORNELL,2,1,0,100.0,0,0,147,0,0,60.2,63.8,73.4,,66.1,54.8,0,0,0,0,4,28.6,2,0,0,83.3,1,0,0,13,0,7,23,0,0,0,0,0,10,23,0,16,0,1,4,0,1,0,0,4,0,4.0
Tyler Gibson,191720,CB,CORNELL,8,2,0,85.7,0,0,147,0,0,42.7,45.0,77.3,,56.6,24.9,0,0,0,0,50,50.0,6,0,0,118.8,6,0,0,11,77,41,88,0,0,0,0,0,0,88,0,47,0,2,4,0,7,0,0,89,24,14.8
Gage Homola,191724,DI,CORNELL,10,1,0,,0,0,147,0,0,60.4,53.4,81.9,58.9,48.7,74.5,0,2,0,0,,0.0,0,0,0,0.0,0,1,0,1,0,1,149,148,94,17,1,36,0,1,81,67,0,3,3,0,0,3,0,0,0,
Ricardo Lagares Jr.,191726,HB,CORNELL,1,0,0,,0,0,147,0,0,,60.0,60.0,60.0,,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,
Kandakai Sherman Jr.,191733,S,CORNELL,8,1,0,44.4,0,0,147,0,0,61.0,59.1,83.2,,54.5,59.7,0,0,0,0,30,16.7,3,1,0,110.0,4,0,0,134,0,108,242,1,0,0,1,0,52,241,0,134,55,4,14,0,9,0,1,73,16,18.3
Keith Williams Jr.,191736,LB,CORNELL,10,16,0,75.0,0,0,147,0,0,84.9,76.4,79.0,71.4,68.5,72.7,3,2,0,3,21,10.4,8,2,0,47.2,21,1,0,485,0,263,542,22,0,0,22,0,1,520,24,255,34,28,53,2,28,6,0,149,92,7.1
Darius Wise Jr.,191737,CB,CORNELL,9,1,0,44.4,0,0,147,0,0,65.4,65.8,79.5,,64.1,66.7,0,0,0,0,11,11.1,1,2,0,56.3,4,0,0,3,99,51,105,0,0,0,0,0,0,105,0,54,2,1,7,0,9,0,0,37,4,9.3
Ben Alvarez,191740,TE,HARVARD,2,0,0,,0,0,179,0,0,62.0,48.8,72.2,57.2,46.9,73.0,0,0,0,0,,0.0,0,0,1,0.0,0,0,0,4,0,3,11,6,0,0,6,0,0,5,3,5,1,1,1,0,0,0,0,0,0,
