player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Jalyn Gramstad,180656,QB,NEBRASKA,2,100.0,5,5,1.0,1.5,0,0,0.0,100.0,5,0,0,0.0,5,0,0,238,63.8,65.2,64.4,,0,0,5,0,,80.0,0.0,0,0,0,0,0,0,0.0,16,3.2
Banks Bowen,204187,QB,OKLA STATE,2,60.0,5,5,2.8,2.96,0,0,0.0,60.0,3,0,3,0.0,7,0,1,262,7.9,24.7,19.0,72.2,0,0,8,0,33.3,64.6,14.3,1,1,0,0,0,3,37.5,4,0.8
Tommy Ulatowski,163150,QB,KENNESAW,2,75.0,4,5,4.0,2.2,0,0,0.0,60.0,3,0,2,0.0,5,0,0,200,68.9,51.7,51.1,58.1,0,0,5,0,0.0,64.6,0.0,0,0,0,1,0,0,0.0,9,1.8
Henry Belin IV,162693,QB,DUKE,1,40.0,5,5,25.0,3.92,0,0,0.0,40.0,2,0,1,0.0,5,0,1,154,71.1,64.8,52.3,68.6,0,0,5,0,0.0,53.8,0.0,0,0,0,0,0,0,0.0,22,4.4
Jacob Zeno,98014,QB,TEXAS A&M,1,66.7,3,5,3.3,2.52,1,0,0.0,40.0,2,0,1,0.0,5,0,1,312,63.8,62.0,61.1,,1,0,5,0,0.0,57.9,0.0,0,0,0,0,0,0,0.0,27,5.4
Lloyd Jones III,199313,QB,TEXAS TECH,1,80.0,5,5,13.0,2.88,0,0,0.0,80.0,4,0,3,0.0,6,0,4,315,69.7,64.9,72.8,59.9,0,0,6,1,0.0,158.3,0.0,0,1,0,0,2,0,0.0,74,14.8
McCae Hillstead,174761,QB,BYU,1,80.0,5,5,-2.0,1.7,0,0,0.0,80.0,4,0,0,0.0,5,0,1,128,71.1,62.5,58.8,61.8,0,0,5,0,,94.2,0.0,0,0,0,0,0,0,0.0,33,6.6
William Watson III,174771,QB,VA TECH,3,50.0,4,4,15.8,3.3,0,1,25.0,50.0,2,0,5,0.0,8,0,2,337,22.8,55.0,58.3,60.3,0,0,8,1,60.0,95.8,37.5,3,1,0,0,0,0,0.0,77,19.3
Cade Cunningham,145264,QB,JVILLE ST,3,50.0,4,4,14.0,3.25,0,0,0.0,25.0,1,0,2,50.0,4,1,0,196,63.8,66.7,59.8,64.4,0,0,5,0,0.0,39.6,0.0,0,0,0,0,0,0,0.0,-1,-0.3
Chris Denson,199629,QB,CLEMSON,1,100.0,4,4,-0.3,2.34,0,0,0.0,100.0,4,0,1,0.0,5,0,3,140,70.4,85.8,58.1,80.2,0,0,5,0,0.0,129.2,0.0,0,1,0,0,1,0,0.0,22,5.5
Charlie Fiser,158265,QB,SMU,2,100.0,4,4,-4.0,0.93,0,0,0.0,100.0,4,0,0,0.0,4,0,1,287,66.6,71.5,64.7,64.8,0,0,4,0,,97.9,0.0,0,0,0,0,0,0,0.0,30,7.5
Whitt Newbauer,188566,QB,OKLAHOMA,2,50.0,4,4,6.0,2.08,0,0,0.0,50.0,2,0,1,0.0,5,0,1,261,67.0,62.4,50.3,70.1,0,0,6,0,100.0,56.3,20.0,1,0,0,0,0,0,0.0,6,1.5
Clayton Dees,183928,QB,FIU,1,75.0,4,4,2.3,2.83,0,0,0.0,75.0,3,0,0,0.0,6,0,1,166,63.8,43.4,44.8,57.3,0,0,6,0,,90.6,16.7,1,1,0,0,0,0,0.0,25,6.3
Ethan Hampton,145858,QB,ILLINOIS,2,75.0,4,4,10.0,2.05,0,0,0.0,75.0,3,0,1,0.0,4,0,1,187,70.4,64.4,62.1,62.0,0,1,4,0,0.0,53.1,0.0,0,0,0,0,0,0,0.0,27,6.8
Marcus Beamon,198245,QB,C MICHIGAN,3,66.7,3,4,17.0,2.94,1,1,20.0,50.0,2,0,2,0.0,5,0,1,134,79.8,66.2,71.9,61.7,0,0,6,0,0.0,119.8,0.0,0,1,0,0,1,0,0.0,35,8.8
Cameron Flowers,188745,WR,W KENTUCKY,4,75.0,4,4,6.8,3.95,0,0,0.0,75.0,3,1,2,0.0,4,0,1,346,75.0,63.5,69.6,53.7,0,0,4,1,0.0,110.4,0.0,0,0,0,0,0,0,0.0,44,11.0
Deante Ruffin,198632,QB,KENT STATE,1,75.0,4,4,12.5,3.1,0,0,0.0,75.0,3,0,6,0.0,9,0,1,201,66.5,47.8,54.0,51.2,0,0,10,0,33.3,116.7,22.2,2,3,0,0,0,0,0.0,50,12.5
Ty Robinson,146317,WR,BALL ST,2,66.7,3,3,17.3,3.03,0,1,33.3,66.7,2,0,3,0.0,3,0,2,117,68.4,58.2,80.2,,0,0,3,0,0.0,109.7,0.0,0,0,0,0,0,0,0.0,77,25.7
Donovan Faupel,175668,WR,NEW MEX ST,3,66.7,3,3,18.3,4.17,0,0,0.0,66.7,2,0,0,0.0,3,0,2,242,51.8,71.6,74.3,,0,0,3,2,,149.3,0.0,0,0,0,0,1,0,0.0,57,19.0
Parker Awad,183974,QB,NEW MEX ST,1,0.0,2,3,13.5,5.6,0,0,0.0,0.0,0,0,4,,4,0,0,242,65.2,52.6,54.9,57.6,0,0,4,0,0.0,39.6,0.0,0,1,0,1,0,0,0.0,0,0.0
Brock Hansel,158437,QB,UCF,1,66.7,3,3,-0.3,1.5,0,0,0.0,33.3,1,0,0,50.0,3,1,1,323,64.8,28.7,28.1,60.0,0,1,3,0,,5.6,0.0,0,0,0,0,0,1,33.3,11,3.7
Air Noland,183705,QB,S CAROLINA,1,66.7,3,3,1.7,1.8,0,0,0.0,66.7,2,0,0,0.0,3,0,1,289,65.2,44.0,43.3,58.2,0,0,4,0,,75.7,0.0,0,0,0,0,0,0,0.0,13,4.3
Dylan Wittke,174804,QB,MINNESOTA,1,33.3,3,3,14.3,2.37,0,0,0.0,33.3,1,0,1,0.0,3,0,0,225,63.3,39.9,38.0,,0,1,4,0,0.0,2.8,0.0,0,0,0,0,0,1,25.0,7,2.3
Alex Orji,158545,QB,UNLV,1,100.0,3,3,2.7,2.28,0,0,0.0,100.0,3,0,1,0.0,4,0,3,325,25.4,67.8,61.4,66.0,0,0,5,0,0.0,118.1,0.0,0,1,0,0,0,0,0.0,37,12.3
Stephen Kittleman,126906,QB,TULSA,1,66.7,3,3,9.0,1.3,0,0,0.0,66.7,2,0,0,0.0,3,0,1,320,71.7,71.2,71.1,62.8,0,0,4,0,,82.6,0.0,0,0,0,0,0,0,0.0,18,6.0
DJ Bailey,189891,QB,SM HOUSTON,1,66.7,3,3,12.0,2.78,0,0,0.0,66.7,2,0,2,0.0,5,0,2,281,65.2,55.8,57.8,58.1,0,0,5,0,100.0,109.7,40.0,2,0,0,0,0,0,0.0,42,14.0
Dermaricus Davis,190930,QB,HAWAII,1,50.0,2,3,18.0,2.87,0,0,0.0,33.3,1,0,1,0.0,3,0,1,180,74.5,84.8,62.2,80.6,0,0,3,1,0.0,43.8,0.0,0,0,0,1,0,0,0.0,10,3.3
Ethan Lane,171235,QB,C MICHIGAN,1,66.7,3,3,0.3,1.83,0,0,0.0,33.3,1,0,0,50.0,3,1,0,134,64.8,52.8,49.5,60.0,0,0,3,0,,42.4,0.0,0,0,0,0,0,0,0.0,8,2.7
Charlie Mirer,157260,QB,STANFORD,1,100.0,2,3,8.0,2.96,1,0,0.0,66.7,2,0,2,0.0,5,0,2,300,63.8,79.4,64.4,69.4,0,0,5,0,50.0,127.8,20.0,1,1,0,0,1,0,0.0,22,7.3
Isaiah Marshall,183809,QB,KANSAS,2,100.0,3,3,7.3,3.35,0,0,0.0,100.0,3,0,1,0.0,4,0,2,198,30.7,90.2,67.5,81.5,0,0,5,0,0.0,105.6,0.0,0,1,0,0,0,0,0.0,28,9.3
Tucker McDonald,171056,QB,UCONN,2,66.7,3,3,12.0,2.2,0,1,33.3,33.3,1,0,0,50.0,3,1,1,146,64.8,80.0,79.9,60.0,0,0,3,0,,81.9,0.0,0,0,0,0,0,0,0.0,45,15.0
Whit Muschamp,188521,QB,VANDERBILT,1,100.0,3,3,2.7,2.0,0,0,0.0,66.7,2,0,0,33.3,3,1,1,333,66.4,66.0,58.8,64.7,0,0,3,0,,109.7,0.0,0,0,0,0,0,0,0.0,40,13.3
Keldric Luster,175287,QB,TEXAS ST,2,66.7,3,3,10.3,2.57,0,0,0.0,33.3,1,0,1,50.0,3,1,1,314,67.7,76.3,76.4,63.2,0,0,3,0,0.0,49.3,0.0,0,0,0,0,0,0,0.0,14,4.7
Max Brown,157756,QB,W VIRGINIA,1,50.0,2,3,20.5,3.35,0,0,0.0,33.3,1,0,1,0.0,4,0,1,343,67.9,54.0,35.1,67.2,0,1,5,0,0.0,2.8,0.0,0,1,0,1,0,1,20.0,7,2.3
Hank Beatty,158198,WR,ILLINOIS,3,100.0,3,3,5.7,3.47,0,0,0.0,66.7,2,0,3,33.3,3,1,1,187,83.1,82.4,75.4,75.8,0,0,3,0,0.0,140.3,0.0,0,0,0,0,1,0,0.0,31,10.3
Zavion Thomas,163697,WR,LSU,3,66.7,3,3,15.0,3.53,0,0,0.0,66.7,2,0,0,0.0,3,0,2,211,72.2,66.2,68.6,58.6,0,0,3,2,,103.5,0.0,0,0,0,0,0,0,0.0,33,11.0
Quinton Jackson,163001,HB,RICE,3,100.0,3,3,-4.0,2.85,0,0,0.0,100.0,3,0,3,0.0,6,0,1,275,90.7,71.9,60.9,74.7,0,0,6,0,33.3,79.2,16.7,1,2,0,0,0,0,0.0,8,2.7
D.J. McKinney,175620,HB,NEW MEXICO,3,50.0,2,3,4.5,3.3,0,0,0.0,33.3,1,1,3,0.0,4,0,1,241,89.1,68.3,63.3,72.6,1,0,4,1,33.3,81.9,25.0,1,0,0,0,1,0,0.0,9,3.0
Denzel Boston,162481,WR,WASHINGTON,2,100.0,2,2,4.0,3.05,0,0,0.0,100.0,2,0,0,0.0,2,0,1,340,80.0,88.0,73.7,59.6,0,0,2,0,,137.5,0.0,0,0,0,0,1,0,0.0,15,7.5
Marcus Bellon,104082,WR,NEVADA,2,0.0,1,2,18.0,3.7,0,0,0.0,0.0,0,0,1,,2,0,0,239,58.4,59.7,52.4,67.0,0,0,2,0,0.0,39.6,0.0,0,0,0,1,0,0,0.0,0,0.0
Jimmy Calloway,124274,WR,TULANE,2,50.0,2,2,35.5,4.35,0,1,33.3,50.0,1,0,0,0.0,2,0,1,319,68.7,54.8,86.5,61.0,0,0,3,1,,135.4,0.0,0,0,0,0,1,0,0.0,42,21.0
Trent Howland,144833,HB,OKLA STATE,3,50.0,2,2,17.5,3.1,0,0,0.0,50.0,1,0,3,0.0,3,0,1,262,29.2,64.9,50.2,67.8,0,1,3,1,33.3,31.3,33.3,1,0,0,0,0,1,33.3,13,6.5
Liam Clifford,145089,WR,PENN STATE,3,0.0,1,2,18.0,4.57,1,0,0.0,0.0,0,0,3,,3,0,0,266,66.6,49.6,44.3,53.2,0,0,3,1,0.0,39.6,0.0,0,1,0,0,0,0,0.0,0,0.0
Devin Mockobee,145111,HB,PURDUE,2,50.0,2,2,7.5,3.0,0,0,0.0,50.0,1,0,1,0.0,2,0,1,273,66.1,73.7,35.4,75.8,0,1,2,0,0.0,72.9,0.0,0,0,0,0,1,1,50.0,14,7.0
Cameron Friel,146195,QB,UNLV,1,0.0,1,2,2.0,3.67,0,0,0.0,0.0,0,0,1,,3,0,1,325,71.1,64.2,50.8,68.9,0,0,3,1,0.0,39.6,0.0,0,1,0,1,0,0,0.0,0,0.0
Trent Walker,146340,WR,OREGON ST,2,50.0,2,2,18.0,3.35,0,0,0.0,50.0,1,0,1,0.0,2,0,1,265,56.9,69.0,63.1,,0,0,2,0,0.0,79.2,0.0,0,0,0,0,0,0,0.0,17,8.5
Joseph Manjack IV,146413,WR,TCU,2,100.0,1,2,15.0,3.35,0,0,0.0,50.0,1,1,0,0.0,2,0,1,305,28.1,69.9,62.6,,0,0,2,4,,79.2,0.0,0,0,0,1,0,0,0.0,17,8.5
Michael Buckley,156001,WR,NEW MEXICO,3,50.0,2,2,35.0,3.35,0,2,66.7,50.0,1,0,1,0.0,2,0,1,241,74.4,58.5,91.4,,0,0,3,0,0.0,135.4,0.0,0,0,0,0,1,0,0.0,41,20.5
Omari Kelly,157048,WR,MICH STATE,1,50.0,2,2,5.0,3.4,0,0,0.0,50.0,1,0,2,0.0,2,0,1,223,48.8,66.7,65.8,52.6,0,0,2,0,0.0,70.8,0.0,0,0,0,0,0,0,0.0,13,6.5
Treyson Bourguet,158154,QB,BYU,1,50.0,2,2,25.0,2.35,0,0,0.0,50.0,1,0,1,0.0,2,0,0,128,64.4,67.6,59.8,63.5,0,0,2,0,0.0,60.4,0.0,0,0,0,0,0,0,0.0,8,4.0
OJ Arnold,158336,HB,GA SOUTHRN,2,100.0,2,2,23.0,2.9,0,0,0.0,100.0,2,0,0,0.0,2,0,2,174,69.5,86.1,86.8,89.2,0,0,2,0,,158.3,0.0,0,0,0,0,2,0,0.0,85,42.5
Dalen Cobb,158341,WR,GA SOUTHRN,3,50.0,2,2,35.5,3.93,0,0,0.0,50.0,1,0,1,0.0,3,0,1,174,40.7,61.6,51.7,64.9,0,1,3,0,100.0,56.3,33.3,1,0,0,0,0,1,33.3,44,22.0
Germie Bernard,158374,WR,ALABAMA,3,100.0,2,2,-2.5,4.6,0,0,0.0,100.0,2,0,2,0.0,4,0,2,103,78.0,71.9,52.5,73.7,0,0,4,3,50.0,97.9,25.0,1,1,0,0,0,0,0.0,15,7.5
Easton Messer,163051,WR,FAU,2,100.0,2,2,20.0,3.15,0,1,50.0,100.0,2,0,1,0.0,2,0,1,165,57.1,74.5,86.6,75.4,0,0,2,0,0.0,158.3,0.0,0,0,0,0,1,0,0.0,55,27.5
Noah Short,163220,HB,ARMY,2,100.0,2,2,32.5,3.83,0,1,50.0,100.0,2,0,2,0.0,3,0,2,114,87.2,78.6,79.7,72.9,0,0,3,3,50.0,118.8,33.3,1,0,0,0,0,0,0.0,84,42.0
Drew Dickey,163710,QB,VANDERBILT,1,50.0,2,2,21.5,3.1,0,1,50.0,50.0,1,0,0,0.0,2,0,1,333,69.6,85.5,82.1,68.0,0,0,2,0,,95.8,0.0,0,0,0,0,0,0,0.0,28,14.0
Dillon Bell,163734,WR,GEORGIA,2,0.0,1,2,13.0,3.8,0,0,0.0,0.0,0,0,1,,2,0,0,173,48.3,57.7,44.3,65.1,0,0,2,2,0.0,39.6,0.0,0,0,0,1,0,0,0.0,0,0.0
Carson Cruver,169906,QB,FAU,1,0.0,1,2,9.0,2.4,1,0,0.0,0.0,0,0,0,,2,0,0,165,61.8,27.4,27.7,,0,0,2,0,,39.6,0.0,0,0,0,0,0,1,50.0,0,0.0
Cam Vaughn,170441,WR,W VIRGINIA,2,50.0,2,2,27.5,3.85,0,0,0.0,50.0,1,0,0,0.0,2,0,1,343,39.1,66.7,65.8,59.7,0,0,2,1,,95.8,0.0,0,0,0,0,0,0,0.0,29,14.5
John Neider,171057,WR,UCONN,2,50.0,2,2,25.5,3.45,0,0,0.0,50.0,1,0,1,0.0,2,0,1,146,71.5,69.3,62.8,,0,0,2,1,0.0,114.6,0.0,0,0,0,0,1,0,0.0,15,7.5
Semaj Morgan,174043,WR,MICHIGAN,2,0.0,2,2,22.0,3.3,0,0,0.0,0.0,0,0,0,,2,0,0,222,33.3,55.6,39.1,58.0,0,0,2,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Jacob De Jesus,174068,WR,CAL,1,50.0,2,2,22.5,5.0,0,1,50.0,50.0,1,1,1,0.0,3,0,1,130,66.6,73.2,82.3,50.4,0,0,3,1,0.0,95.8,0.0,0,1,0,0,0,0,0.0,27,13.5
David Amador II,174085,WR,UTSA,5,100.0,2,2,19.0,3.14,0,0,0.0,100.0,2,0,2,0.0,5,0,2,331,61.4,71.4,79.1,53.9,0,0,5,1,50.0,158.3,20.0,1,1,0,0,2,0,0.0,25,12.5
Austin Novosad,174133,QB,OREGON,1,50.0,2,2,18.5,2.75,0,0,0.0,50.0,1,0,0,0.0,2,0,1,264,61.8,69.7,69.1,,0,0,2,0,,95.8,0.0,0,0,0,0,0,0,0.0,40,20.0
Mason Mini,175102,TE,CAL,2,100.0,2,2,20.5,3.75,0,0,0.0,100.0,2,1,2,0.0,2,0,2,130,73.2,57.2,88.0,64.5,0,0,2,4,0.0,158.3,0.0,0,0,0,0,1,0,0.0,59,29.5
Jeremy Hecklinski,183388,QB,IOWA,2,100.0,2,2,1.5,2.27,0,0,0.0,100.0,2,0,0,0.0,3,0,1,192,64.8,70.8,62.3,65.3,0,0,3,0,,83.3,0.0,0,1,0,0,0,0,0.0,8,4.0
Jadyn Davis,183683,QB,MICHIGAN,1,0.0,2,2,16.5,2.43,0,0,0.0,0.0,0,0,1,,3,0,0,222,9.4,27.5,25.0,,0,1,3,0,100.0,0.0,33.3,1,0,0,0,0,2,66.7,0,0.0
Tucker Parks,184002,QB,W KENTUCKY,1,,0,2,,5.8,0,0,0.0,0.0,0,0,1,,2,0,0,346,69.6,64.0,55.4,64.8,0,0,2,0,0.0,39.6,0.0,0,0,0,2,0,0,0.0,0,0.0
Tama Uiliata,184180,WR,HAWAII,3,50.0,2,2,19.0,3.97,0,0,0.0,50.0,1,0,1,0.0,3,0,2,180,84.5,60.6,61.9,70.2,0,0,3,3,0.0,95.8,0.0,0,1,0,0,0,0,0.0,34,17.0
JC Evans,184302,QB,JAMES MAD,2,0.0,2,2,24.0,2.6,0,0,0.0,0.0,0,0,1,,2,0,0,197,71.8,69.0,47.6,71.2,0,0,2,0,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Mason Love,184495,K,S CAROLINA,2,50.0,2,2,4.5,1.6,0,0,0.0,50.0,1,0,0,0.0,2,0,0,289,61.8,43.8,34.3,,0,1,2,0,,25.0,0.0,0,0,0,0,0,1,50.0,10,5.0
Ryan Wingo,184520,WR,TEXAS,2,0.0,2,2,28.0,3.4,0,0,0.0,0.0,0,1,1,,2,0,0,311,75.9,70.9,49.3,68.5,0,0,2,3,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Jackson Gutierrez,189488,HB,NAVY,2,0.0,2,2,9.0,2.33,0,0,0.0,0.0,0,0,2,,3,0,0,237,78.6,78.7,29.4,78.3,0,0,4,0,50.0,39.6,33.3,1,0,0,0,0,1,25.0,0,0.0
Mason Bray,189620,QB,ARIZONA,1,50.0,2,2,4.0,1.75,0,0,0.0,50.0,1,0,0,0.0,2,0,1,109,66.2,78.1,54.3,75.7,0,0,2,0,,89.6,0.0,0,0,0,0,0,0,0.0,22,11.0
Nate Rogers,190774,QB,UAB,5,50.0,2,2,13.5,4.08,0,0,0.0,50.0,1,0,2,0.0,4,0,1,321,16.2,46.2,51.8,52.1,0,0,5,0,0.0,56.3,0.0,0,2,0,0,0,0,0.0,0,0.0
Oscar Doyle,192649,P,BOISE ST,2,100.0,2,2,4.5,3.1,0,0,0.0,100.0,2,0,1,0.0,2,0,2,120,61.8,85.9,92.1,,0,0,2,0,0.0,150.0,0.0,0,0,0,0,1,0,0.0,21,10.5
Da'Realyst Clark,198624,WR,KENT STATE,2,100.0,2,2,16.0,4.2,0,0,0.0,100.0,2,0,1,0.0,2,0,2,201,74.5,67.0,86.2,55.9,0,0,2,0,0.0,158.3,0.0,0,0,0,0,1,0,0.0,39,19.5
Chris Jimerson Jr.,198991,QB,N TEXAS,3,50.0,2,2,23.5,5.0,0,1,33.3,50.0,1,0,2,0.0,3,0,1,251,71.1,89.1,91.5,67.8,0,0,4,0,0.0,135.4,0.0,0,1,0,0,1,0,0.0,37,18.5
Tavien St. Clair,199863,QB,OHIO STATE,1,50.0,2,2,7.0,2.7,0,0,0.0,0.0,0,0,0,100.0,2,1,0,260,61.8,50.7,49.0,,0,0,2,0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Cole Geer,200287,QB,VIRGINIA,2,100.0,2,2,2.0,2.67,0,0,0.0,100.0,2,0,1,0.0,3,0,1,335,68.8,70.1,73.0,60.4,0,0,3,0,0.0,83.3,0.0,0,1,0,0,0,0,0.0,8,4.0
Trever Jackson,183303,QB,ARKANSAS,1,100.0,1,1,4.0,2.7,0,0,0.0,0.0,0,0,0,100.0,1,1,0,111,60.3,59.5,61.0,60.0,0,0,1,0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Jayden Bradford,184684,QB,LIBERTY,1,100.0,1,1,6.0,2.4,0,0,0.0,100.0,1,0,0,0.0,1,0,1,206,65.9,68.8,71.5,59.7,0,0,1,0,,118.8,0.0,0,0,0,0,0,0,0.0,18,18.0
Graham Knowles,183218,QB,GA TECH,1,100.0,1,1,-5.0,1.0,0,0,0.0,100.0,1,0,0,0.0,1,0,1,176,60.3,60.6,60.4,,0,0,1,0,,158.3,0.0,0,0,0,0,1,0,0.0,84,84.0
Brady Kluse,184714,WR,MEMPHIS,1,100.0,1,1,-6.0,2.7,0,0,0.0,100.0,1,0,0,0.0,1,0,1,218,71.1,63.6,60.6,,0,0,1,1,,118.8,0.0,0,0,0,0,0,0,0.0,14,14.0
Orion Phillips,177614,P,UTAH,1,100.0,1,1,-3.0,2.0,0,0,0.0,100.0,1,0,0,0.0,1,0,1,328,60.3,60.6,60.6,,0,0,1,0,,118.8,0.0,0,0,0,0,0,0,0.0,25,25.0
Nathan Totten,176386,K,MARSHALL,1,100.0,1,1,12.0,2.1,0,0,0.0,100.0,1,0,0,0.0,1,0,1,214,60.3,70.5,75.4,,0,0,1,0,,116.7,0.0,0,0,0,0,0,0,0.0,12,12.0
AJ Maddox,184744,QB,OLE MISS,1,100.0,1,1,3.0,1.5,0,0,0.0,100.0,1,0,0,0.0,1,0,1,226,63.7,60.6,60.4,59.3,0,0,1,0,,118.8,0.0,0,0,0,0,0,0,0.0,19,19.0
Adrian Norton,176301,WR,MARSHALL,1,100.0,1,1,25.0,3.3,0,1,100.0,0.0,0,0,0,100.0,1,1,0,214,71.5,66.3,88.1,,0,0,1,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
John White,184784,QB,SO MISS,1,100.0,1,1,-4.0,1.4,0,0,0.0,100.0,1,0,0,0.0,1,0,0,296,60.3,60.6,60.4,,0,0,1,0,,79.2,0.0,0,0,0,0,0,0,0.0,-1,-1.0
Randy Pittman Jr.,176195,TE,FLORIDA ST,1,100.0,1,1,8.0,2.1,0,0,0.0,100.0,1,0,1,0.0,1,0,1,167,73.8,62.2,71.7,80.0,0,0,1,3,0.0,122.9,0.0,0,0,0,0,1,0,0.0,4,4.0
Connor Moberly,184835,QB,IOWA STATE,1,,0,1,,3.3,0,0,0.0,0.0,0,0,1,,1,0,0,193,69.7,76.7,60.0,71.5,0,0,1,0,0.0,39.6,0.0,0,0,0,1,0,0,0.0,0,0.0
Ian Ratliff,176183,P,APP STATE,2,100.0,1,1,11.0,2.5,0,0,0.0,100.0,1,0,0,0.0,1,0,1,108,61.8,70.6,72.4,,0,0,2,0,,118.8,0.0,0,0,0,0,0,0,0.0,23,23.0
Duane Thomas Jr.,175797,WR,UCF,1,0.0,1,1,8.0,4.3,0,0,0.0,0.0,0,0,0,,1,0,0,323,77.9,69.0,28.7,66.7,0,1,1,1,,0.0,0.0,0,0,0,0,0,1,100.0,0,0.0
Jordan Napier,175759,WR,S DIEGO ST,1,0.0,1,1,33.0,5.1,0,0,0.0,0.0,0,0,0,,1,0,0,284,71.8,77.4,27.5,58.7,0,0,1,1,,39.6,0.0,0,0,0,0,0,1,100.0,0,0.0
Zachary Waters,175574,QB,FIU,1,100.0,1,1,-4.0,0.5,0,0,0.0,100.0,1,0,0,0.0,1,0,0,166,67.5,63.4,61.0,60.8,0,0,1,0,,100.0,0.0,0,0,0,0,0,0,0.0,8,8.0
Suderian Harrison,175436,WR,VIRGINIA,1,0.0,1,1,32.0,5.1,0,0,0.0,0.0,0,0,0,,1,0,0,335,63.7,70.1,49.9,,0,0,1,0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Mark Fletcher Jr.,175374,HB,MIAMI FL,1,0.0,1,1,-3.0,2.9,0,0,0.0,0.0,0,0,1,,1,0,0,220,86.0,86.6,56.8,92.0,0,0,1,3,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Jaxton Eck,175078,LB,NEW MEXICO,1,100.0,1,1,13.0,1.7,0,0,0.0,100.0,1,0,0,0.0,1,0,1,241,60.3,70.6,75.4,,0,0,1,0,,118.8,0.0,0,0,0,0,0,0,0.0,30,30.0
Landon Rehkow,175039,P,UTAH ST,2,100.0,1,1,0.0,2.85,0,0,0.0,100.0,1,0,1,0.0,2,0,0,329,61.8,58.9,58.3,,0,0,2,0,100.0,91.7,50.0,1,0,0,0,0,0,0.0,6,6.0
Emile Sebafundi,186490,P,COAST CAR,1,100.0,1,1,1.0,2.3,0,0,0.0,100.0,1,0,0,0.0,1,0,0,141,60.3,59.5,60.6,,0,0,1,0,,79.2,0.0,0,0,0,0,0,0,0.0,2,2.0
Terrence Smith,188214,WR,UCONN,2,0.0,1,1,31.0,3.3,0,0,0.0,0.0,0,0,0,,1,0,0,146,76.0,61.5,47.3,61.5,0,0,2,0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Benjamin Brahmer,174660,TE,IOWA STATE,2,100.0,1,1,38.0,3.2,0,1,100.0,100.0,1,0,0,0.0,1,0,1,193,73.2,65.5,85.3,58.9,0,0,2,4,,118.8,0.0,0,0,0,0,0,0,0.0,45,45.0
Carter Holden,188279,K,MIAMI OH,1,0.0,1,1,6.0,2.3,0,0,0.0,0.0,0,0,1,,1,0,0,221,60.3,61.6,60.9,,0,1,1,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0
Dominiq Ponder,174401,QB,COLORADO,1,0.0,1,1,5.0,3.3,0,0,0.0,0.0,0,0,1,,2,0,0,143,64.4,47.2,50.8,58.3,0,0,2,0,100.0,39.6,50.0,1,0,0,0,0,0,0.0,0,0.0
Mikey Matthews,174168,WR,UCLA,1,0.0,1,1,9.0,6.6,0,0,0.0,0.0,0,0,1,,1,0,0,324,57.4,58.0,45.7,57.5,0,0,1,2,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Makai Lemon,174150,WR,USC,2,100.0,1,1,24.0,5.4,0,0,0.0,100.0,1,0,2,0.0,2,0,1,326,71.0,90.8,41.7,62.5,0,0,2,1,50.0,158.3,50.0,1,0,0,0,1,1,50.0,24,24.0
Frank Covey IV,174054,WR,NWESTERN,1,0.0,1,1,30.0,3.1,0,0,0.0,0.0,0,0,0,,1,0,0,256,63.7,48.6,49.9,,0,0,1,0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Quin Smith,173880,WR,AIR FORCE,2,100.0,1,1,15.0,3.2,0,0,0.0,0.0,0,1,1,100.0,2,1,0,101,69.3,80.1,73.0,,0,0,2,2,100.0,39.6,50.0,1,0,0,0,0,0,0.0,0,0.0
Hollywood Smothers,173719,HB,NC STATE,1,100.0,1,1,-5.0,2.5,0,0,0.0,100.0,1,0,0,0.0,1,0,0,248,90.4,78.6,60.4,79.4,0,0,1,0,,79.2,0.0,0,0,0,0,0,0,0.0,-4,-4.0
Beau Sparks,173021,WR,TEXAS ST,2,100.0,1,1,18.0,3.1,0,0,0.0,100.0,1,0,0,0.0,1,0,1,314,54.4,79.5,49.2,81.5,0,0,2,3,,118.8,0.0,0,0,0,0,0,1,50.0,22,22.0
